76	11	170	142
192	63	148	140
48	180	118	116
170	109	161	101
125	79	15	114
20	182	31	92
94	190	86	166
162	130	90	124
148	102	159	109
93	135	35	25
132	100	37	58
12	24	137	102
92	14	34	179
172	75	93	157
166	29	193	20
128	68	185	174
124	123	123	129
133	160	136	131
176	16	105	155
37	63	199	85
118	79	178	11
95	151	181	198
45	52	108	185
97	150	184	196
122	156	58	93
36	100	189	199
90	16	124	17
102	126	102	21
147	106	118	14
147	185	76	93
189	64	29	61
182	193	58	37
81	139	20	197
92	17	69	64
94	172	31	24
38	71	33	78
74	125	136	15
128	64	89	95
12	93	73	185
162	148	90	80
57	78	121	31
87	157	93	68
188	176	189	124
169	33	193	155
188	51	144	52
62	57	56	87
106	42	145	92
199	64	100	90
32	60	118	147
108	84	58	72
72	111	149	29
79	190	167	79
91	131	27	31
50	192	109	125
46	63	124	103
152	82	27	134
14	71	162	189
162	73	75	163
13	32	86	137
87	150	57	77
135	125	16	140
113	11	35	180
89	112	184	128
17	182	42	186
103	106	95	94
46	18	10	136
164	91	65	59
190	28	61	94
129	103	50	136
111	13	177	60
194	128	117	148
29	138	180	46
95	62	44	153
175	22	38	67
96	142	73	43
23	139	167	12
175	185	151	87
87	169	69	182
51	150	20	106
64	150	21	76
32	50	51	147
109	161	116	117
36	88	170	175
172	102	39	30
95	136	65	197
183	78	150	197
82	43	78	38
125	146	185	197
162	107	159	171
186	33	129	125
114	195	39	71
141	12	173	102
46	125	51	22
192	72	35	101
103	72	24	108
36	72	137	162
57	200	89	38
188	165	122	45
175	147	200	80
28	162	111	67
46	41	23	185
73	136	182	140
194	96	147	109
106	100	131	175
113	200	30	145
97	137	19	144
158	109	105	96
140	180	50	110
21	176	95	169
139	124	66	74
128	94	158	167
110	33	44	111
39	106	182	70
156	178	185	158
131	143	177	23
16	163	190	46
13	190	193	62
117	83	57	39
16	54	82	128
49	184	182	29
98	116	124	154
81	183	68	183
147	102	180	16
86	193	82	143
14	44	184	61
51	61	44	20
59	172	196	114
98	192	109	45
120	96	151	88
46	75	74	189
176	167	97	153
65	126	22	193
178	33	102	55
184	64	177	78
16	33	164	56
177	148	45	63
41	75	19	121
137	110	86	101
78	83	120	38
194	66	177	12
139	97	37	195
25	159	126	172
124	139	131	122
15	75	52	108
185	113	95	113
113	82	67	165
26	112	148	70
112	128	154	54
14	61	170	181
151	76	63	196
123	75	191	170
74	27	130	66
176	110	168	113
149	166	165	82
109	185	35	23
88	76	50	16
163	121	34	120
33	93	65	194
127	50	42	191
71	42	66	145
123	199	14	100
165	32	153	62
181	16	85	49
118	183	114	13
166	13	111	44
28	13	108	164
178	124	25	159
138	62	102	169
173	152	44	156
114	160	36	96
105	164	59	178
68	83	20	175
128	48	70	77
122	17	47	72
87	76	87	39
60	145	127	89
97	26	179	195
113	79	56	72
50	119	114	31
41	22	87	187
21	28	36	164
137	158	164	140
75	33	109	179
55	82	75	49
148	107	144	128
12	180	171	66
176	183	76	59
160	200	23	55
160	55	93	127
84	124	171	19
21	10	128	193
150	76	169	120
196	115	136	58
117	96	198	181
10	29	100	13
10	111	135	60
49	193	161	91
173	114	127	150
56	110	60	14
24	26	103	55
125	170	79	17
135	25	45	126
101	42	95	191
71	128	73	15
52	108	105	68
110	182	65	145
184	200	18	129
16	139	84	115
102	25	128	65
32	193	185	23
65	16	83	173
197	66	85	170
129	101	54	158
197	17	20	108
166	162	183	24
96	173	80	30
149	179	195	65
79	33	106	29
63	115	103	185
100	161	132	91
50	145	190	71
198	11	150	115
66	92	107	117
188	165	87	48
179	12	40	152
78	192	72	170
27	52	40	95
194	81	96	188
154	18	161	107
112	17	142	29
141	66	42	86
149	179	20	73
145	104	42	19
85	26	18	133
168	138	11	150
69	58	199	93
13	132	49	82
198	88	185	128
38	131	31	86
52	33	167	117
13	146	129	150
34	123	145	39
150	183	181	58
34	83	105	25
179	31	82	104
61	61	62	22
195	21	200	60
41	16	64	163
145	13	129	27
86	83	12	195
102	169	167	73
67	79	162	108
66	25	110	106
20	134	136	68
94	197	103	157
87	91	13	148
91	138	43	143
12	187	171	187
59	70	20	155
99	162	38	138
59	18	196	174
46	182	115	147
162	192	90	91
179	139	150	105
90	158	63	199
175	73	144	117
10	166	127	80
167	46	16	185
141	20	22	158
171	125	125	115
21	68	190	67
55	80	65	13
180	181	109	119
121	166	128	38
142	17	91	171
159	22	112	149
39	11	16	147
99	184	141	199
198	44	26	114
124	140	186	136
196	198	117	34
111	42	25	10
158	133	170	20
72	170	193	187
62	72	133	192
38	107	114	106
31	70	20	60
94	35	44	93
142	124	30	133
38	10	66	66
106	68	200	25
95	91	44	25
174	63	74	25
46	130	57	121
122	54	66	60
119	186	55	116
153	131	98	112
185	71	136	130
61	176	127	140
39	20	53	54
162	46	191	94
64	100	146	30
11	101	116	118
33	111	62	26
149	73	126	58
138	194	100	15
26	89	42	83
159	94	143	110
78	130	16	94
37	76	54	165
118	75	57	34
64	18	110	193
99	183	75	47
138	104	174	85
76	132	88	166
136	15	197	158
110	100	58	89
171	95	129	104
24	149	120	171
175	126	37	110
68	137	29	19
178	124	101	146
124	129	63	24
165	59	88	150
158	140	140	84
62	35	149	123
78	107	42	102
48	148	147	10
82	80	141	79
144	21	27	117
99	126	66	27
20	168	43	119
160	89	44	55
185	79	143	159
139	64	15	164
19	160	87	196
18	194	189	179
16	196	24	31
118	114	84	126
10	101	25	28
37	88	75	87
174	88	81	45
21	116	34	195
52	171	161	130
187	85	156	41
26	70	111	186
144	66	37	147
146	200	107	128
168	100	197	14
157	198	192	64
178	114	39	17
102	89	78	176
190	187	78	71
26	176	187	126
172	149	143	80
55	68	82	174
83	126	197	188
68	193	116	186
50	94	176	74
109	75	38	124
136	26	122	100
98	168	200	32
56	173	76	84
153	65	141	147
195	84	164	77
53	82	100	149
105	142	104	56
123	52	192	120
15	102	190	43
92	26	80	68
34	117	134	78
188	17	51	21
165	195	59	65
146	126	118	103
14	170	76	110
157	39	193	100
47	194	56	72
164	173	152	109
90	88	74	107
33	76	102	31
188	139	123	84
97	75	117	122
40	39	137	194
83	191	117	34
144	81	190	88
33	178	38	14
149	168	22	147
83	143	21	12
12	176	95	13
27	99	166	19
153	178	142	19
57	85	200	168
125	121	146	101
82	42	60	53
49	172	109	88
152	68	165	86
81	125	157	96
85	90	195	105
25	102	175	175
43	42	110	35
179	135	114	30
167	164	81	14
102	26	87	110
58	137	73	187
99	98	34	95
172	131	195	159
71	108	185	142
195	172	54	40
128	35	161	173
148	96	56	167
145	55	93	171
48	69	127	15
116	154	155	96
129	177	143	12
181	127	135	190
29	115	60	102
50	166	26	107
154	94	33	31
115	146	165	160
90	195	85	48
20	137	191	20
113	130	141	41
56	170	140	178
165	20	106	105
182	196	28	117
61	113	21	151
85	179	167	158
146	19	166	64
36	138	100	65
74	161	194	176
40	183	186	75
77	32	39	121
19	196	153	146
147	105	163	71
194	68	105	82
80	195	189	76
147	105	73	134
19	148	141	47
94	96	13	162
183	99	58	132
73	86	163	165
193	51	27	96
152	74	34	112
108	135	103	140
12	169	31	65
195	191	144	118
120	97	195	155
144	198	165	153
100	136	197	151
166	25	138	98
99	122	86	100
130	56	87	177
18	13	56	127
190	44	70	176
195	128	179	199
157	162	93	107
109	57	34	91
149	182	15	62
137	109	139	95
106	181	158	193
87	51	111	135
50	181	191	178
119	125	51	109
157	198	135	66
96	18	39	35
157	38	23	70
38	155	57	38
34	26	132	196
72	89	15	99
98	54	42	190
92	100	129	126
104	186	91	193
52	38	145	119
65	192	177	195
15	133	111	108
199	185	94	35
46	42	161	142
36	171	160	83
14	130	38	42
65	179	77	149
197	127	45	111
185	86	157	172
60	74	166	110
61	197	77	117
160	156	94	133
22	125	183	78
112	35	164	132
106	39	69	32
85	61	125	176
58	43	162	171
157	53	29	161
72	88	196	128
120	169	187	109
59	172	86	27
103	147	134	196
47	131	66	136
186	149	160	126
112	64	180	57
134	123	91	103
98	160	144	131
161	149	73	17
174	167	177	193
183	122	31	166
110	200	173	75
116	146	30	17
185	51	154	147
161	34	162	25
156	167	185	113
157	197	99	59
12	47	199	24
148	83	111	94
15	67	40	115
63	68	164	60
145	187	197	55
124	41	137	40
69	122	154	71
138	107	41	17
26	192	177	185
111	184	15	193
107	110	176	147
104	85	41	106
169	64	196	146
100	53	136	190
128	197	190	136
169	141	13	140
32	56	122	81
78	35	18	140
62	87	179	13
123	11	126	19
85	17	124	195
144	152	37	122
62	105	78	31
192	49	15	188
38	181	198	15
57	36	153	149
121	26	140	184
15	16	171	106
115	163	39	45
89	139	158	125
147	29	10	151
72	200	34	41
132	161	154	193
147	54	76	82
107	146	20	71
99	55	188	116
75	108	44	192
108	106	182	149
111	187	10	190
122	89	147	126
41	83	18	70
169	15	80	44
183	103	100	97
200	142	32	196
139	174	76	79
105	126	157	103
76	88	26	50
26	199	184	101
127	19	66	49
35	170	197	150
117	108	87	101
33	90	74	74
132	179	101	109
143	78	38	17
117	116	51	51
150	64	99	175
49	169	101	137
189	164	131	33
40	175	76	196
96	139	158	55
117	42	73	69
187	168	180	44
13	73	61	194
190	111	166	124
63	191	125	165
142	170	82	92
150	144	16	76
149	178	10	186
88	100	39	99
175	78	39	114
153	101	87	177
46	194	135	143
149	152	169	187
149	39	176	115
46	95	177	137
180	175	126	170
145	118	85	47
108	55	16	165
122	74	174	29
78	128	162	91
96	64	21	105
102	156	45	57
54	187	36	116
106	136	16	62
152	86	64	179
137	138	98	81
155	71	24	130
47	48	37	115
25	40	166	56
